hh_pub_hex,emoji,unicode_codepoint,h,s,l
02ee2b282afee5f8e7ce29ac1b1e36fd15643fa272570bef0c7fe46c0eedc3e6cd,⌱,U+2331,12,77,65
02b0b0d3a3f2bca3b3d0b28c0690957ea7cf8abf2caf345fd7241acb1d69591a9a,⇁,U+21C1,289,66,53
02a95b664c7e1c2f450b509bac6d716a48092bdfa127ca3b089e15b447d80f6a03,⎩,U+23A9,194,78,58
02dd68bbb70a4598284f37682e0b211cb3a68b384f46420b0bdf8ae8ab28e0bb42,┻,U+253B,173,71,60
02d293c577b79c6f4c3465d3587dabd4e67715e4f4741dcaf2197cee0f02f465f8,⏟,U+23DF,38,71,64
027a9614f7558fbeb1098b6f7ce6cb355f88c55b043f09a5087f226180f6be8f9e,⌏,U+230F,57,70,50
0247fc0b7d8d472a5f30bb6589b211679ed5a8447755d3b9895ce8d1afa5f33337,→,U+2192,83,64,55
023830708955ac0da1e6da158d28e6d2d6091dc53d4ab6575e0b87f55f3cf13ad9,╟,U+255F,62,60,68
02578922ab33312c6737f6ba3cff4168511a846dccb9426639058c4bb2d97eff28,⌙,U+2319,280,65,64
02fb33701d160a610e08328fe0d037b965bef1a29404525a4541ae36fddf2d5c51,▆,U+2586,260,72,65
02439603e73f758713bb65206053e13df3f671a842110fd17d93f7847247a0859c,┵,U+2535,313,76,61
024b1d1a5686c9dbe5af1387578b5897dc4cab750b0bb1e04c9ff45523eca8f6c9,⎄,U+2384,22,82,64
0261fdb682f03a01b6082d86eb82d51a1cbdbf4af506e5d175e2fd60d6f1668312,⌾,U+233E,296,81,70
027cd7fb668340fcc3955c82a4a457f7913e13296d838dfaadeafeef7ba9de3194,┣,U+2523,201,71,50
02550144970846cb1d5fb919eaf730485fd1ad6f1832d4f440614253c2063f8b0b,⌱,U+2331,207,66,70
02cc50853ff7a00cd33c435a287bf9006b57d09b46bd183a15eaec48ea00c7a498,⏏,U+23CF,283,65,54
02e147dcae874cfdbea125f03a0f8fc3caf1516a3cc4e94002280270e69ca40554,⎹,U+23B9,97,63,55
02bc9cf47b1de48e126de84d627dc49e11a5452c75de6575e4facc1f6ab8dc3915,⏁,U+23C1,67,67,59
02f21e0b7315d867d7ccc73ecb8220d55a3297eb0356f9f702bc135fb0dc62e07c,⎔,U+2394,209,76,58
021cd016375212554e8536cbef4b02e942f0469e9c86464d1e7b9b3df336128cc8,⏁,U+23C1,125,76,63
02a7e19ad2357331f1c5363f2787fae804df809bb87f6e86756fa1e8dd5a810589,⏣,U+23E3,166,67,52
02e7b1b158dcb8bf62be2edda233ef630bbcc6851ce140073b07cee3e5a5c6549e,⌇,U+2307,68,85,68
02eb57a8b9d43e4fe91dddd539885e946da6a045c63339f8f079b1b03cc137bbe5,⍴,U+2374,203,75,64
02d5ff733d7f4365efaa61254438c0934a5cf96b16406488bbaf3c5c3edda87aab,⌱,U+2331,21,66,61
02ac6964a113fd36e2bf9956c95222902f0f6c994104b8ac311836f09b5fc06892,┒,U+2512,155,73,62
023fc063dd15f16dcfc541351f6c7402fcb696de6d725f5b281b12b74e6db54a8a,⎘,U+2398,159,73,52
02bb7ec9719638b631b2a9f3d59cd0e9992223d4c736b2fe447a8f1fcd154a1997,⍟,U+235F,204,62,66
025b19b17bb18738c8c785c90c0606fb5ba7c556dab12d7974144b055872fe5d52,⏱,U+23F1,231,75,65
02eb18652e557eaf21712705a1d05778eee0890266b4bd4d9abe782b98bd32803b,⌷,U+2337,338,75,65
02b7d6cf4886c5b88a62150274fd7072bfd7560ba2ad6913d8785a7e0a4080b182,⏖,U+23D6,81,68,59
029bbc4983c13cd6f375c2269f1b69c51acb47fe51a7fe7a58f3bf434c608f63b8,╮,U+256E,166,80,60
0220bccd419fbd3cf8dfa59124b116052791fc0629b211823a703203ba9bb78be8,┓,U+2513,69,70,64
027ced3cd728e42f4479ad5b88922fad416803656173449e2c9ece6183ade3a9ed,⌐,U+2310,101,65,53
02c17d95bf47dfc22e9d287938327074e40db23a48ec73225808d75f18ee82da07,┟,U+251F,68,78,54
0225ec66024899bb8d19737f80b0d34e2fb0384dd1c2980767da102c125cb9192a,┘,U+2518,354,72,64
025c6493ba264ac5b7f2ddbd1c1c7838b7953143bd0e7687f0b4fcfcb6b129ee70,⍴,U+2374,201,72,63
0280543f7fd9e457aff5f235da89fc8c39959227659066a5b59a80bce02db544e6,⌎,U+230E,358,66,53
025f5966e940d90a2c7bc1512a04164568cab3122595c9c0b4293396f5fe4bb014,⍹,U+2379,237,60,68
021d7eef46ccffcfeed12b2d9856c920e8a52ba96805268e552ec8071532d166c1,⇓,U+21D3,59,66,54
02a264be8f25088ce24c7ff114d1bce66137087cd488c63f40930f01ded8adf15c,╢,U+2562,274,83,62
02d31b8ec9d71804c9713d080850990da8935322aaad0d416e9d69ede66d25aa26,⌒,U+2312,54,68,61
02c64c903a716b30e8f67587aacbb0b460cb99b21eefecc9819b86b5dda0b5c26d,╍,U+254D,253,74,55
02e496495cd88e1095a5cb4aa6065f5e9249d618d68fc6cf7274476766c59b08af,⏨,U+23E8,47,77,69
02eb22822effdb912e49318fd8fac88694f69e3622a94c2292a76420fa701ff7ca,┞,U+251E,331,70,53
02036fdc109294d3b20ba52ab8bb5a39a5418b26a80f6d98ac70bd26dadebd243d,⎆,U+2386,115,63,54
0291162506bf8fd21b04589ff419b2c5cc0e33440fa09121c501467ec98bcc4e82,┽,U+253D,195,82,68
0259f9e9cd9004bcedd5304cdf43ebb2935320e9ac790f047ed9d67c542fa66c62,⍝,U+235D,178,78,69
02ac6d7062aa863236c48cb46f95ff64d229e043152ed64f24fb64fe8f40291999,⎏,U+238F,195,69,57
02a446b36dfb33da5523d714cdc6bce66e180983ee59985c869342c7bc953895c3,⇌,U+21CC,98,84,53
02bf514a29a836d7ccf5b8b23535b64ccbdc019071fb9bd5c0b721fb6b580a812e,⏅,U+23C5,313,85,61
02c821b5acb4df48adb91c2e03116259abb0041fbecc6653bca975e484c7c5dd39,┬,U+252C,14,65,50
02d50612f4f953a7689544a8f518bfe931200fee9e866e5835622864bb5a2825f3,⌋,U+230B,65,76,51
024688b4ed1b3c19eeb923717c141d6d56df6fc8c519b5f1f2c94582d2d264ff96,╴,U+2574,157,64,68
026d0b14406936efe584890eb60efcc896fbf4e8213edd3bd01da04888b5054804,⌿,U+233F,230,60,53
0262ceeac42c5a700e7b8148bb26b3e31cc6f922b74e809533a08c6a10e0b38e65,▅,U+2585,95,73,50
02815eaed8cd3239801f9f7d941d1bdcf2629f73ba458db718513f7eaabe1f8044,┥,U+2525,302,64,57
025cee18806bc87511b6c103a15304d00082f746385a366fcf8b4bfd6598b90bb7,┦,U+2526,312,74,64
02ba9e48a6525214389de74e6e1c148a7496eef36cddc9435810e7f5d6e99e9bf7,▅,U+2585,287,80,66
02b0a07db35a3870c23bcb30c672ae697159c6bf7bc75d6716c352fd1510e0f803,┾,U+253E,64,72,66
0291d60f1d0464cd053a471b704a32e99ebaa2d98232ed19dd26790faf8bc7fe69,⍱,U+2371,15,84,68
0231d20b73c99b539f2a51068cf5a74ecbfae84b47d0ef5faf6a85e86b55a180f3,⏢,U+23E2,1,68,69
026bb307dcaed101e62df28949df5b9b7cc5a28aeab24d9daae8ab129776e88a0e,┬,U+252C,237,77,69
02c7faea447b99f95cb214b67733dd6beba913bc694c2db13fbc0dc762b0a89c8e,╯,U+256F,104,83,67
02190ccd355bac1f3759f9abbf56b679f0cda7361426e36c6a478a8b51084a4864,⌴,U+2334,191,75,57
0251faba50605eb7265f0c55f998bb848c2a15cd1e173c980218190b38a7b96a60,╜,U+255C,227,76,50
02137b3c2a3bf3d5d91d584fa495fec414e947a1b580a95e75ae813a0ebd35d74c,⏑,U+23D1,157,65,70
02031fa8edf09061a22a74841026719b5dfebb85116d8e9a01ba2d455234dfd9e8,│,U+2502,206,77,51
0245cb69450091331d51cae5c7e5b05c171458159c1d281f97ba5043b7e2640234,⏶,U+23F6,295,66,60
020044d8355ce0e1165e1997bc27b81ce37878316e6b670369355883c42fc92745,⎈,U+2388,302,67,59
0233c91244e5afdbdc1875a62da1034dea4ef6a71c311b97e9889ca5062576f216,⎪,U+23AA,131,84,65
02c7fef6deb8cf7129116547659ab7935c9d3f26c05fae20923febf36fb3b5e7da,⍌,U+234C,103,70,62
021e3b03cae258950fd6438823e1fd4150824511976debd0363f257ee59834d15f,⏊,U+23CA,58,82,70
025631a179acb8621c50d8ac0f0deb565789aa3c0d8c7766cd4a42a63f1ea10ac8,⇒,U+21D2,311,84,53
02617a3ae30a3eaecd5d7c4418bde9352a56f10a4c264d84b68eba44b73f52aa4c,╀,U+2540,37,79,53
0295c9893349702fa9adedb695351f6361c622f6d07c14c19944b8c94af39bd04c,↲,U+21B2,310,85,68
0201885aab1d391ef6b378e144e9d55c9afd72c982057ce52acae1559055bfdc67,┾,U+253E,205,76,69
0260c6862b62276dc70956cd2dab06a18155375693147e1d3661c5f35fcc16382a,⍏,U+234F,63,65,54
020f4fa38dec1c36d9aa98b3c5a7c422e9301ed0f7c24561e7262f7a265b945a3d,⇫,U+21EB,254,71,70
0258a1f95d91912a5fce35181f2a61e1dbe0acb7eb798b4569d93ec351beab57f2,↢,U+21A2,56,80,59
025dba07004ff549ec5f87ed410d0fec7573e61a233d67cf2050d5f32d222639b8,⌹,U+2339,206,60,51
02f5703c5631438337a4002570c070b7a46813f23522e7406e2f21d091f8d36268,⍊,U+234A,127,82,60
0232b670be8efd91f5f621a47d5dc3e05abd8915a26cf851167d08051afb40f5c0,╢,U+2562,12,60,66
023c3821ca600914bd91a3b059ae3d212fadc7e5396e9d472b16a67d7c55fb59ac,⌚,U+231A,61,84,65
0284cfd350d3f6e3869baa20156ce697e2f9766a5d2954b8352448e6f6bfda1183,⎿,U+23BF,47,77,52
0204461d7434a0d37e722d0921a497b8d1e7bc3e7c5c34bc80bf53fca9a1ec7cd2,⍷,U+2377,83,69,53
02b08e0af29557a935c18f1f9839462a62f69a7fd8caa7c321b3cba1917d095a1b,↼,U+21BC,325,72,55
02c2b02c4552d4220eea7d1464ffe2465f30c600947226508f1ddff41140d3a79f,⏐,U+23D0,158,63,51
021ffbfa02c36c56fe5fda252ace65c99bea7520fc5a29f95558a54134da217fd6,⎢,U+23A2,287,61,63
02b6eae6208096786501f90a089f8099f64fda1d340a1d1699d89d094acaae48e3,⏔,U+23D4,209,79,67
026abc0257776e9b02fae7b5b4ba9adf6d7ce54dcb8665840988f986ef35135a4e,⏻,U+23FB,349,79,55
02382d21ebeb715e8af38084d3d75e126e2da82b9a405932b026f8bded4a1ba4aa,╣,U+2563,206,65,69
02adb7f0c57e3d3f16460e5b3efb1c05d379a407d13c0938f145b39b3633851145,⇽,U+21FD,183,69,55
0264ba7dacfb94261e2537084d5a516cc91ae81c2c68c195fc6e52af2ed4a3c6e9,⇖,U+21D6,3,61,65
02dc0eed4dc005552f94c18b9f16361f5b07aa640910236741d3f374b8d9f926a7,⏼,U+23FC,303,82,61
0223c2282f83bc982b06f1d8eae3a84f45d8d171cdd8c83ef42090e1bbd2a8537e,⌭,U+232D,190,60,59
02d71e46dc7487c4ee07523d98aa3f6c1b9ced2a6c4289ebcd0244860335e44db4,⏍,U+23CD,291,71,57
02f8eff41aa0963e9fca19c7ac3dd82d3f7dc59f4eee2735d26cf2bbc1fb976f43,┝,U+251D,208,66,55
0207b4a08f651c2e6aa3540833c18561fd07e76b588fadd385faf8ebc9bcbe8f4d,⍰,U+2370,228,63,70
026b31e51063df301db4ee45871ab37020b1c56637737be9d5808ba01f1aef0cc6,▄,U+2584,261,70,56
0283104b8458d636e7c8bf711cc95e1d146c6ba940dc17b5de8ab231a2bfb66404,⎈,U+2388,290,71,53
0221e26449bddf9138faaf5d8432683ab3d7eb571b29f1fc8d94fd7b7fdbe321ba,⎗,U+2397,294,70,50
02dec6692826351c00a92cea43c23b83e98338a6ae1b4c68312d3e6866dd255ee1,⇙,U+21D9,285,78,52
0213b285bab84deb42a9f0310e9a03fca6a70e03cd44a601233e541fb9c5eadbc2,↸,U+21B8,341,79,56
022db342bc8bc55ae5a8ee18c7a1195ed3f7fcba9654b2e17ecad488486b1b1304,│,U+2502,112,61,64
025f00c3fa1b2e9d7f101d13f2d9cd235e6f19f4253f174762b1b5e05a23a4fb27,⏈,U+23C8,319,82,69
02b597e0f4df59ae08a7ee42d16332e2b592db2010c72211a67cd786e13ef938b1,⇚,U+21DA,142,65,54
027dfe49036a1471dbdebbd8d1525cef8a443d26192ecebbf0838816ddf11cc6e7,┇,U+2507,328,70,61
02c434a044005ac00031c8d14a1a23b50961d04dc1cf8379bc391a8e5f1a88d987,⏕,U+23D5,30,83,54
02c5eee24fddc637f1c22cc172323126dfce7f87c2faf4a0927b28d2c7f229fbdf,⌎,U+230E,283,62,55
028467aff24ca253b4a5cfbc5ed184688491735181cd5db3a6428c24b4d7c83183,╳,U+2573,205,60,50
02f4f59adb52b93031e01806287fa98ef36a0cc95147d59a9701a229700b16de1a,┬,U+252C,17,81,69
024c9a590c675c9ef258888f73877a9e047dfadc17cffffeca704beaa4694b8c04,⇯,U+21EF,291,72,67
02ecbaab2620c54906590421343300fb6199cbaa8fd443785a710e12affe94365c,⏌,U+23CC,68,81,70
021f99a49edeb3c475363c7349c2d5763d8086294b3bf2ba41b77baa3deffdb661,〉,U+232A,187,60,64
0210cece7815fa42cea865807434299472ff5589f19c1e1fcfea5534b387019517,│,U+2502,329,80,61
024cd8ec6d5033ddd8d9fc986d963ba2cf37d2efa16c11565784892059f2c93fb2,⏖,U+23D6,82,82,57
0247817e26b5e65547f08113b5c8b5278ebf2d01667de21e2d287e536870306973,⌌,U+230C,313,69,62
0273180ff0870dfae53d5e1525feb1a266096f6022d0d6af283ba3e36a94bc82cd,⍰,U+2370,137,66,52
02fc785879e513863e88eb5d2805114d3a42b8aeda7e3bb9bc54db525f0b352890,└,U+2514,125,84,63
026edb2d71a4bb68cc1edab667437e20c0a67dd0586a2b403ba44a723de6a8661f,↤,U+21A4,338,64,59
0201a1fd558aae5b3d8683d02c7ed549e1b1f0a18e0d14ea0588836de8c2ff93be,⌒,U+2312,301,68,63
028281b0b2c9af2ec30c97457543fc71f4d0864e1a04b6fba08f547b7ad64aabbe,┟,U+251F,356,64,70
028082791ed400e4156f0deb49d10968aa9aaa6e534db660f29be1b37539014cd7,⎞,U+239E,122,60,69
0266382941ff85bf4f5b0b55a36370bb8a7c44f5a7e5f5a7eeb2426932c0857c81,©,U+00A9,243,62,53
025f9ac5033ce0147d303dfd4c6335bfbb193baa6b0d25a6fb19e0f661ea008b91,┋,U+250B,3,60,53
0260d13a244eafe6b95c7a4fa4fd72197287f133e24fb206bf08d26e33681c62fb,⇯,U+21EF,111,80,62
0209794ddbeb35ac39a32b9230abc9aef127d35ce5b8791d6c198392c5f10e3b65,┌,U+250C,232,83,61
021b2927b11246cefe4173401ee0a93c314d513e6c5b66a0eb045f48dbb2c6ccc5,↫,U+21AB,1,84,65
0250d51e94bbdc4584e2fe6d98bfa685110c19b7e8284e67254809fb1d2ff73ec9,╳,U+2573,312,83,62
029c9223a85b24fee09a2b72bbd8995c75b68cd1706af767985612918a465b558f,⌳,U+2333,127,79,50
0295dfa85531e969206309dcbe5644fe13d1dd2ae62f5d5bb2e666339f071cc8d2,⍸,U+2378,27,75,68
0276e142cac4516f9fe5656b34fc477373477a7b0777bcdee6354d50c0118a8684,⎂,U+2382,37,74,58
026820d13da01f9c425b9ad97b47b6cfe1b72a09ad67fe299f745a744d7dccd6fe,⍠,U+2360,305,67,70
02280558bf255f3f961e7ece000a3f8b86b0181d29397de9b8a0f2b0604025daa8,⎻,U+23BB,106,81,51
02206e9cbe52bb35b06eb1768a08ee65269847f541a2689def7aba3bd74e8903c6,⎟,U+239F,215,76,69
02f6cca7e79dc1635fbe62a0e3ef69088628b70c193e848aef2bedd01b570dd7f1,⏄,U+23C4,198,82,66
02063d961c5d7d6dbc0d17143c2a8f05c6e4e52e0299d3c5686fcc6267b9c2fa6f,⍈,U+2348,63,70,61
02601f0c136d6cc8e53a331a5113bb5202dc3640e43f4791bee8ccd9540027f408,⏕,U+23D5,346,77,63
02c9e910c3226d1a6ca2369dd64259b90546b16ad962a81bed02aac9ee668e3175,⏒,U+23D2,246,83,70
02b8d7688bcff5fcfbfaf05c1794603e3dc5a7f255480a0d4e8fb2b1bacb7e4e38,⇳,U+21F3,172,66,50
025ac9bd38e48778a07e55344dca40a501e9ea19718d5fc6102d8b7600e3d5e014,⍂,U+2342,58,61,50
02f0d7d893f2be0b35f663c4c14d7ac8cad8f4ac74e0b206fb3b66363740792692,┧,U+2527,310,82,56
02fa7a8df7074c6fbf53de8e5fe61878808230bfa988579072cb4ade5ea742da81,⍿,U+237F,82,84,69
02024e28c1c7befd4960d05d291f6bc4f7876412c5ad9088b5427874d5746fc444,⍊,U+234A,141,60,56
02c5a6d0122bd444b43d0894a445c0e5119c63c5de5470d1934743ce344a6b4439,⌂,U+2302,322,76,62
02b8b9c4f9475cae936fd4fa09ea203b09a7b5084e0a5efed0edd3425a3386dacd,⌜,U+231C,268,83,65
02a304bf8bc856d722ef35c2c89047e746a180c78005f8a3a848fc0e39dbf177d4,⏖,U+23D6,93,68,55
02e49f0e080db2de4aa55212659924200d509dcc2445201ba66db9f1f6b24ba863,▅,U+2585,98,71,58
02edfe42a16027434065aebf4a81619ecfe27e4194214ad4bddfb20ccb3d8ea660,⏥,U+23E5,248,67,68
02127e02869ba2cb6eeec30b849f5ee40aad6e3ce25f8d8aa74dc1fbfa57aa492e,⌞,U+231E,271,79,69
02c9f5e5e00df29099951362d52b46371a7c6c32a5030d2540bcb9d2eb3d44ff69,‼,U+203C,341,74,66
024e5b8e099ff1fbb87c5571483eba63044a1ca2f102256e2211ba56798ac1148b,⇵,U+21F5,217,76,70
02e087860939bcff9be3494b850361ef666b8ad1bc203e50b7d34813cf7fee48e9,⏶,U+23F6,182,74,69
02ed2f786929f4762bd2ee9154f37fa9629c13021cbc15b5a33c4fc967c1cc6550,┰,U+2530,176,63,60
02440656b6c3180543cf8c9e449a64a1436ba93274e93e1fe831610ce792955981,⍞,U+235E,120,73,55
022c76c9d3b979f74b37e69823d8bde0c3fbe4a465b19b7aca98e506920e644572,┾,U+253E,45,81,70
02905983cbe8f325c4efc5137431de15c211e4ee59d95dd51a69b98a4ca8d316fd,╓,U+2553,292,85,62
023000e5000b01e0c7062ad04432b0e23b59401303dd06e873f856e1e6c6da75fc,╨,U+2568,277,77,54
021dafed70da522b0c4f33b73643ca135ebddee1d8b16d25c3f8bfa48fc7cb3df2,↳,U+21B3,140,68,67
02b4f2287232573dd345b55b25ad85a5bb9d71fc10c0cb2ce277d88a30f9636924,⍠,U+2360,38,74,65
026f8b7687ed3fe747789bf1f45627b73841f0f18892af202d63efceb1ee2e57ac,⏍,U+23CD,154,71,53
02762cbd1cd664543384172265c2b6bedac1d1459e8c5f8caec801f71bc20f4e50,┙,U+2519,145,75,63
027f14abb0692a4c4bab354a8ac595f76f4f94161bbc22c6d2b1adc0e56690731a,╜,U+255C,26,61,60
023635c193920f86bf4a43c8913332b41a72b50ed43c0d9074d4362fb41a284cb6,⌢,U+2322,7,64,64
023925eac842bef81590a3fd0e16de969be0bb056b2f3988cfc66f559a7693f56b,⏒,U+23D2,31,60,70
022e4ba938126ab528b8ec6009a148db2eb085f6f799c4c729b323e15fdd2f1a02,⌢,U+2322,352,62,51
02876ca6b130489cb9fec5315dd564ded7cb792f217df1b1224760459823b00cb0,┮,U+252E,59,66,53
022b953e969193ad1f7b8466b49363d3f3fbb4b5b5d5e7e5bb02439a544e1ece3b,⏭,U+23ED,106,62,50
023083a2ad3ce34a9b4514b558f742fea1ea1b99485b0a9e11cac2f750fe850b5c,↨,U+21A8,78,79,51
026523234439729195fa2eddbf3dc2dae589eb87cecd0d338b50e121cf6b17bf1b,⍦,U+2366,224,84,56
02efc50afae360020045cddd7d78d10db1b3fc2962270629f5eca78f8ec39cd01b,╰,U+2570,237,81,53
02041fc3f625c4c57891e169563183bec46815638ec1260bccb6e5471e59f9ad75,⍄,U+2344,82,65,70
02ac4b49c4273174bebf6a091ba297b0a0cea620bb970bcefbf34ae994b2c38293,↰,U+21B0,65,71,55
02e38e7a790601c55e0df830aa199e35c4bcd9e64970ef11389d4c63f87a61669b,⇰,U+21F0,134,65,56
02574dbe7d46ca79f3995c24893004a4357e367e967328cbca8a9899d7cece1727,╰,U+2570,130,69,57
023b63193d5c2860d138b868cf08e0b6b3fa34210b8b4a4871b7d17fcf687931dc,⍼,U+237C,151,72,59
024f42d6e7e74b14381ce51d36233190812c4b983212f477712726529679e02002,⏛,U+23DB,131,75,68
02a1a3baf6b43d332f03b0edea93b209f0b2c4b4eb2823f267294284330d000c1f,⇿,U+21FF,345,65,51
022bfb185784474e6488cca92269e1d521ffe42c18b18037db16b6f1ac26b5e00a,⎽,U+23BD,119,64,59
02423eaa4463f4f9cc0ed51fd3b9f2bcfb2d243ed7928ca5851a4e90dc2d4795f0,┎,U+250E,51,78,64
023cf31121b9ca524bc12e7f0e17708b39c151c1b7a1e1023189eb5b1f92a1f9e8,→,U+2192,333,63,54
025d1ce5bb18cf81e1715260af21550b008d5a76a1988e51a607ddb7ed28d3ab3a,⍶,U+2376,352,67,54
02343f1dfd55a300a8f3b87a32d49d197b56bdce0ca0487c9f47329c1a69a745ed,↴,U+21B4,304,73,58
02282c91e845816ddc5447ce8b2abb8fdcc8627091061ef6e1390312a2501cbf8b,⌢,U+2322,345,84,64
0204a531030cc4831ab28fcc7cbcbca321fac6a74b9d85b306445742f9dcffded6,┵,U+2535,222,61,50
02af5a0ff832c5a3242008b6de4f3cb19fe2a2ba45931d3f877f09a5796da598f1,⌑,U+2311,93,69,53
02de8bbaf14a3e7607eab5a2cd355e43fd24b70c1d4e4cf35d4a959818e11af057,⌕,U+2315,295,66,66
0275dadf2c30738fbc9dad817ccf37529ece28fd1b0c9ef4bac31864d43fee9255,⎍,U+238D,76,65,68
0244733a6e80783acc7e0499ead4f5da8cdc0edd0a080f1510d9885a1b4cb77118,╈,U+2548,31,64,52
020cc9114928e470c117269223d4759edea3172c0990819e5bd759cb63cc723f11,┛,U+251B,6,70,58
02406a126417efa45fb1e56488621456b5494a06393e94cea6da9f86084734c844,↕,U+2195,273,65,61
02584aea58bf9db350633db53bf0a9c822b0ad9edd563312fca5e6dde8c6a68b61,⎀,U+2380,115,68,70
02adbc4dc52270d2d99425ddc3c72c6706354bb7310456e242569ead91b5457bf5,⏿,U+23FF,252,62,61
02852fbb7d44a96af599feb1c34f459ccae65013e70dbafb41079d9eaba1886587,⌃,U+2303,102,64,66
025bc71baa5da6230c29379077fd182599efe61a9c7259e73e89e0ff62b784d92d,⍯,U+236F,265,69,52
02f7d9fc61fe33dc21d91c5056169295ea736c86bc4d4e896450781cf5c8d20327,╣,U+2563,240,65,59
0210c11fd64f965f4918a13be6df537a36cb5df44b4358e4003d09029be38820d0,⏻,U+23FB,227,82,58
02e524ae6c761749bf10f9097f62fdfd111f4b77da4503c523aefae89a33c78493,┪,U+252A,220,64,62
02a379ddadd41395afd2ac8d60be71a76f5674f1956ffa369f5d666b767eb027ad,╷,U+2577,83,62,50
0274989af0dc797cc666dd696892639e6919a8b7e4b366d0c61a104e4c7d4dde17,╋,U+254B,180,66,51
0214e6e839ea7ff0b8fb6cce4c227df37b602985363712dbb509f6fa6e7e6ae19a,⍬,U+236C,194,60,67
0268a929da61d26a38b3ada3ba6da0785eee6239045a075c758ffae359c0a3ad64,╢,U+2562,121,68,54
028446af4f8bf8effd84bb224378f495ce081c312bb134f2eea67cc36a82a7b1cb,╓,U+2553,182,63,56
02e885c48655bf7749ee9317f3137311a6b637e6e4ccebcfd5edfa81d5a916abe9,┓,U+2513,44,67,56
0247217ab8846831c5929efac191e9d67a9bfa4a3add7a9d17a05da084ece007ad,⎄,U+2384,336,68,50
02f64899a6f9781441a8048fc8e3a190e90390b99967523aa44c8228e96fe12093,⇊,U+21CA,283,66,70
0227c1ed4e6793a897d87dce615f97f3215cdb1180cdf4fa37e4b9d80641b783eb,┨,U+2528,33,69,50
028a957bf831c35f37c5584ec72faf324f5341de1488e191618c38760e6be57d6e,╣,U+2563,15,71,52
02230f7a359264703d870cdfb842617c104cc74355294d8afed43cf714c534a415,↺,U+21BA,173,74,54
02059ef322f653a73830eede0cc35e3247e633a6fed1aa06a95c877b303246d0ae,⍛,U+235B,168,67,53
02ca5ff5b0ffc1d02d7d80721afd9ed1c9334109972a8fb6320016cb6ca6d2d201,⇯,U+21EF,183,74,58
022b6ae88d0fdb57be2ea532b1a2d8d6910c718f67a08951df18a2aa8f379c0e72,⏡,U+23E1,290,65,61
028c9f120b7f89e3564abae6ce25818f659704407589c332718b924ae913d73ee9,⍘,U+2358,320,73,50
022413198c7505d6ca3ac701c694dae85ce828f84a16ad2875b405da950ced437b,⎞,U+239E,188,69,69
02bd143e597274d8fd45ec09157c7df7da4bd40c2ca837fca78b751f7cdb51b24e,┩,U+2529,275,68,54
02a874a09d12606797bb37960c8449b9ee133c1d6d7f5e314229de3f354d3ee860,⇷,U+21F7,210,68,50
021b9f75193352947c66a0b9064883113fa7311e88e47a18a9339416dfc4243c5a,┑,U+2511,303,79,54
02c3942a297179a231809bb3a40eb99a2ded694fa89135dcca6699ef0ca979e71a,⏙,U+23D9,108,69,68
02d1de943f67037b0b0f475daec153f0be0f21b40cd7318c2b34114c797c4b56a8,⍎,U+234E,298,77,53
02036628bb02691dedc9d991d5b4b7b317c43f205ca5118521bdfd446303044820,⍛,U+235B,196,73,61
02e22df00bd189a74a4e63c3cd56dcf5f598fa200b503846af7ae12b96fe80a655,⏵,U+23F5,149,70,64
02a2a5dade477eb6f1b8a6687d94ef7043701e38a8a2acfcb85587c64879820c34,⏴,U+23F4,170,80,52
02c816ccca74eae3c1949742d0f698a8c3e1538a1cb128633707b58ed6143286c5,╋,U+254B,169,84,64
023565d96ff61b40153e5e6dbbe1c4f7b21e5c693a33e065625e1dc6e4df7f5626,↝,U+219D,71,77,56
02d12a1c5a1723a62eea8b3c078aeb3f1bfa35de5da7390947659c32b7ff929e5f,⎃,U+2383,344,85,59
0259dcb9083ebb2827f6ff3c057d08cbe9b188ec5546bfa7af47464f9adbb6290e,⏅,U+23C5,267,80,56
022f52811946df281c2281374db2c8b89145bd3542442303b6d5eb565d4d638478,╂,U+2542,29,68,66
022bef648ef41a6cd5eb5e9c22ffb53b44c70ff785040a1828eb0f6f31c762ee38,━,U+2501,140,78,55
02f0511212c3f5ff7326602b3b4687e122a9511f79d01cb8a9f22148ff204407cf,╹,U+2579,290,75,59
021eed2b74ac909f1c8713cc36205c2eddc20aa80c538881cbdb1619920d43da24,⁉,U+2049,136,82,63
02cfdd59ac41f70fcce1916e1c30353cbaae2fa47c3e43d816ea4c07706a94e8e5,⏁,U+23C1,254,80,68
02b0b05b97cf86303a708e1c4345acdf80292e126543c0896426230339783d654e,⇰,U+21F0,184,66,62
024e6268c18ff4d55f8802fce8b5451647e35acd03a7b135e9a0bbb064384df465,┧,U+2527,88,64,53
0227ec044fd99aee50ef754af319db5fe2f15fca72c132bbbbe0083abc13ad6ddb,⇍,U+21CD,336,69,64
027b12c82184524ab13558caab47533cd1de03eea2d5b99092629b142e0475b96a,⇮,U+21EE,45,65,67
0293ed12f3f13c907b28ffe6b0b3537cdb055ca3a99bf1d1bee259fbac2f13230e,⏙,U+23D9,99,73,50
02ceda3035ff81a1f0183fce00fb269587eef2e195b63b24fe29acca4653287dd7,⌓,U+2313,231,84,64
023d208b1d9de06eed660daa06f47363191d4a951f39bf60557e67b01d51b66cd8,⏎,U+23CE,48,61,68
